Order ID,Customer ID,order_date,Store ID,Full Name,Product ID,Product Name,Price,Quantity,Raw Total,Discount Amount,Order Total
599,1,2016-12-09,2,Debra Burks,9,Trek Conduit+ - 2016,2999.98999023438,2,5999.97998046875,299.999003493771,5699.98097697498
599,1,2016-12-09,2,Debra Burks,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.989990234375,2,539.97998046875,107.995997703016,431.983982765734
599,1,2016-12-09,2,Debra Burks,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.989990234375,1,299.989990234375,20.9992994058102,278.990690828565
599,1,2016-12-09,2,Debra Burks,10,Surly Straggler - 2016,1549,2,3098,309.80000461638,2788.19999538362
1555,1,2018-04-18,2,Debra Burks,24,Electra Townie Original 21D - 2016,549.989990234375,2,1099.97998046875,109.997999685973,989.981980782777
1555,1,2018-04-18,2,Debra Burks,156,Trek Domane SL Frameset - 2018,6499.990234375,1,6499.990234375,649.99903312324,5849.99120125176
1555,1,2018-04-18,2,Debra Burks,126,Surly Big Fat Dummy Frameset - 2018,469.989990234375,1,469.989990234375,46.9989997237772,422.990990510598
1555,1,2018-04-18,2,Debra Burks,128,Surly ECR 27.5 - 2018,1899,2,3798,189.900002829731,3608.09999717027
1555,1,2018-04-18,2,Debra Burks,174,Trek Domane SLR Disc Frameset - 2018,3199.98999023438,1,3199.98999023438,639.998007583588,2559.99198265079
1613,1,2018-11-18,2,Debra Burks,153,Trek Domane SL 7 Women's - 2018,4999.990234375,1,4999.990234375,349.999317896363,4649.99091647864
1613,1,2018-11-18,2,Debra Burks,283,Electra Heartchya 1 (20-inch) - Girl's - 2018,319.989990234375,2,639.97998046875,31.9989995002597,607.98098096849
692,2,2017-02-05,1,Kasha Todd,59,Trek Domane S 5 Disc - 2017,2599.98999023438,1,2599.98999023438,519.998005795449,2079.99198443893
692,2,2017-02-05,1,Kasha Todd,75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.989990234375,1,599.989990234375,41.9992994952172,557.990690739158
692,2,2017-02-05,1,Kasha Todd,15,Electra Moto 1 - 2016,529.989990234375,2,1059.97998046875,74.1985989487112,985.781381520039
692,2,2017-02-05,1,Kasha Todd,56,Trek Domane SLR 6 Disc - 2017,5499.990234375,2,10999.98046875,1099.99806326625,9899.98240548375
1084,2,2017-08-21,1,Kasha Todd,30,Surly Ice Cream Truck Frameset - 2017,999.989990234375,1,999.989990234375,49.9995002567694,949.990489977606
1084,2,2017-08-21,1,Kasha Todd,70,Electra Amsterdam Original 3i - 2015/2017,659.989990234375,1,659.989990234375,32.9995000034496,626.990490230925
1084,2,2017-08-21,1,Kasha Todd,98,Electra Straight 8 3i (20-inch) - Boy's - 2017,489.989990234375,2,979.97998046875,195.995999014318,783.983981454432
1084,2,2017-08-21,1,Kasha Todd,65,Sun Bicycles Lil Bolt Type-R - 2017,346.989990234375,2,693.97998046875,48.5785988396347,645.401381629115
1084,2,2017-08-21,1,Kasha Todd,60,Sun Bicycles ElectroLite - 2017,1559.98999023438,1,1559.98999023438,155.999001348004,1403.99098888637
1509,2,2018-04-09,1,Kasha Todd,215,Electra Queen of Hearts 3i - 2018,749.989990234375,2,1499.97998046875,104.998599079841,1394.98138138891
1468,3,2018-03-27,1,Tameka Fisher,269,Trek Precaliber 12 Boy's - 2018,199.990005493164,1,199.990005493164,9.99950042366237,189.990505069502
1468,3,2018-03-27,1,Tameka Fisher,58,Trek Madone 9.2 - 2017,4999.990234375,1,4999.990234375,349.999317896363,4649.99091647864
1468,3,2018-03-27,1,Tameka Fisher,50,Trek Silque SLR 7 Women's - 2017,5999.990234375,2,11999.98046875,839.998636388773,11159.9818323612
1496,3,2018-04-06,1,Tameka Fisher,248,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.989990234375,1,599.989990234375,41.9992994952172,557.990690739158
1496,3,2018-04-06,1,Tameka Fisher,214,Electra Tiger Shark 3i - 2018,899.989990234375,1,899.989990234375,62.9992995846242,836.990690649751
1496,3,2018-04-06,1,Tameka Fisher,224,Electra Cruiser Lux 7D - 2018,479.989990234375,2,959.97998046875,47.9989997386783,911.980980730072
1496,3,2018-04-06,1,Tameka Fisher,302,Electra Townie Original 1 - 2018,449.989990234375,1,449.989990234375,22.4994998469874,427.490490387388
1496,3,2018-04-06,1,Tameka Fisher,225,Electra Delivery 3i - 2016/2017/2018,959.989990234375,2,1919.97998046875,383.996001815736,1535.98397865301
1612,3,2018-10-21,1,Tameka Fisher,242,Electra Townie Commute 8D Ladies' - 2018,699.989990234375,1,699.989990234375,69.9990000665039,629.990990167871
1612,3,2018-10-21,1,Tameka Fisher,289,"Electra Superbolt 1 20"" - 2018",319.989990234375,2,639.97998046875,31.9989995002597,607.98098096849
1612,3,2018-10-21,1,Tameka Fisher,101,Electra Townie 7D (20-inch) - Boys' - 2017,339.989990234375,2,679.97998046875,135.995998120248,543.983982348502
1612,3,2018-10-21,1,Tameka Fisher,293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,319.989990234375,2,639.97998046875,44.7985988235414,595.181381645209
1612,3,2018-10-21,1,Tameka Fisher,60,Sun Bicycles ElectroLite - 2017,1559.98999023438,1,1559.98999023438,155.999001348004,1403.99098888637
700,4,2017-02-07,2,Daryl Spence,7,Trek Slash 8 27.5 - 2016,3999.98999023438,2,7999.97998046875,399.999004983887,7599.98097548486
700,4,2017-02-07,2,Daryl Spence,63,Trek Boone Race Shop Limited - 2017,3499.98999023438,1,3499.98999023438,699.998008477658,2799.99198175672
1259,4,2017-11-21,2,Daryl Spence,60,Sun Bicycles ElectroLite - 2017,1559.98999023438,1,1559.98999023438,155.999001348004,1403.99098888637
1259,4,2017-11-21,2,Daryl Spence,19,Pure Cycles William 3-Speed - 2016,449,1,449,89.8000013381243,359.199998661876
1556,4,2018-04-18,2,Daryl Spence,49,Trek Domane SL 6 - 2017,3499.98999023438,2,6999.97998046875,1399.99601695532,5599.98396351343
1556,4,2018-04-18,2,Daryl Spence,82,Electra Amsterdam Original 3i Ladies' - 2017,659.989990234375,1,659.989990234375,46.1992995130986,613.790690721276
1556,4,2018-04-18,2,Daryl Spence,265,Strider Strider 20 Sport - 2018,289.989990234375,1,289.989990234375,28.9989994555563,260.990990778819
1556,4,2018-04-18,2,Daryl Spence,119,Trek Kids' Neko - 2018,469.989990234375,2,939.97998046875,46.9989997237772,892.980980744973
1556,4,2018-04-18,2,Daryl Spence,235,Electra Koa 3i Ladies' - 2018,899.989990234375,2,1799.97998046875,179.998000729054,1619.9819797397
264,5,2016-06-10,1,Charolette Rice,10,Surly Straggler - 2016,1549,1,1549,309.80000461638,1239.19999538362
264,5,2016-06-10,1,Charolette Rice,24,Electra Townie Original 21D - 2016,549.989990234375,2,1099.97998046875,54.9989998429865,1044.98098062576
264,5,2016-06-10,1,Charolette Rice,15,Electra Moto 1 - 2016,529.989990234375,2,1059.97998046875,105.997999626368,953.981980842382
264,5,2016-06-10,1,Charolette Rice,3,Surly Wednesday Frameset - 2016,999.989990234375,2,1999.97998046875,139.998599228853,1859.9813812399
571,5,2016-11-24,1,Charolette Rice,4,Trek Fuel EX 8 29 - 2016,2899.98999023438,1,2899.98999023438,144.99950167238,2754.990488562
571,5,2016-11-24,1,Charolette Rice,9,Trek Conduit+ - 2016,2999.98999023438,1,2999.98999023438,299.999003493771,2699.9909867406
